Nr,Pubmed_ID,Review,Author,Title,Journal,Year,Subject,Species,Nr patients,
502,10413733,No," V Vaccarino, H M Krumholz",Sex-based differences in early mortality after myocardial infarction. National Registry of Myocardial Infarction 2 Participants.,The New England journal of medicine,1999 Jul 22,Outcomes,Human,384878,
503,10570896,No," J I Sawaya, R F Sabra",Gender differences in the diagnosis and treatment of acute myocardial infarction in Lebanon.,Le Journal médical libanais. The Lebanese medical journal,1999 Jan-Feb,Outcomes,Human,433,
504,9915928,No," J Heikkilä, P Laippala",Gender differences in fears related to coronary arteriography.,Heart & lung : the journal of critical care,1999 Jan-Feb,Outcomes,Human,1360,
505,10024065,No," N Frasure-Smith, M G Bourassa","Gender, depression, and one-year prognosis after myocardial infarction.",Psychosomatic medicine,1999 Jan-Feb,Outcomes,Human,290,
506,9988285,No," F D Wolinsky, J G Gurney",Gender differences in the sequelae of hospitalization for acute myocardial infarction among older adults.,Journal of the American Geriatrics Society,1999 Feb,Outcomes,Human,6071,
507,10824339,No," E A Vogels, C van Weel",Sex differences in cardiovascular disease: are women with low socioeconomic status at high risk?,The British journal of general practice : the journal of the Royal College of General Practitioners,1999 Dec,Epidemiology,Human,12000,
508,10646919,Yes," J Herlitz, M Hartford",Is there a gender difference in aetiology of chest pain and symptoms associated with acute myocardial infarction?,European journal of emergency medicine : official journal of the European Society for Emergency Medicine,1999 Dec,Review,Human,NA,
509,10639891,No," A S Hendricks, M Carnes",Gender differences in acute myocardial infarction: the University of Wisconsin experience.,WMJ : official publication of the State Medical Society of Wisconsin,1999 Dec,Management,Human,293,
510,10711771,No," M V Kameneva, H S Borovetz",Gender difference in rheologic properties of blood and risk of cardiovascular diseases.,Clinical hemorheology and microcirculation,1999,Pathophysiology,Human,97,
511,10516411,No," S E Litwin, P S Douglas",Gender differences in postinfarction left ventricular remodeling.,Cardiology,1999,Pathophysiology,Rat,33,
512,10093858,No," P Johanson, M Dellborg",Time-trends in thrombolytics: women are catching up.,Scandinavian cardiovascular journal : SCJ,1999,Management,Human,6058,
513,9819778,Yes," G Samsioe,",Cardiovascular disease in postmenopausal women.,Maturitas,1998 Sep 20,Review,Human,na,
514,9778206,No," V Vaccarino, H M Krumholz",Sex differences in mortality after myocardial infarction: evidence for a sex-age interaction.,Archives of internal medicine,1998 Oct 12,Outcomes,Human,1025,
515,9857277,No," V Brezinka, S Maes",Gender differences in psychosocial profile at entry into cardiac rehabilitation.,Journal of cardiopulmonary rehabilitation,1998 Nov-Dec,Management,Human,231,
516,9632320,No," K R Evenson, R V Luepker",Predictors of outpatient cardiac rehabilitation utilization: the Minnesota Heart Surgery Registry.,Journal of cardiopulmonary rehabilitation,1998 May-Jun,Management,Human,3841,
517,9588431,No," N C Chandra, M Rubison",Observations of the treatment of women in the United States with myocardial infarction: a report from the National Registry of Myocardial Infarction-I.,Archives of internal medicine,1998 May 11,Management,Human,354435,
518,9610053,No," K L Chien, Y T Lee","Sex difference in the mortality trends of acute myocardial infarction in Taiwan, 1974 to 1993.",Journal of the Formosan Medical Association ,1998 May,Outcomes,Human,NA,
519,9506329,No," C C Wong, A Truman","In a managed care setting, are there sex differences in the use of coronary angiography after acute myocardial infarction?",American heart journal,1998 Mar,Management,Human,1133,
520,9699935,No," P H Chu, Y S Lee","Gender differences in baseline variables, therapies and outcomes in Chinese patients with acute myocardial infarction.",International journal of cardiology,1998 Jun 1,Management,Human,369,
521,9744064,Yes," W Scheuermann, K H Ladwig",Sex-specific differences in risks and management of coronary heart disease,Zeitschrift für Kardiologie,1998 Jul,Review,Human,NA,
522,9672451,No," H Meischke, M S Eisenberg",Gender differences in reported symptoms for acute myocardial infarction: impact on prehospital delay time interval.,The American journal of emergency medicine,1998 Jul,Clinical,Human,4497,
523,9462571,No," K E Airaksinen, H V Huikuri",Gender difference in autonomic and hemodynamic reactions to abrupt coronary occlusion.,Journal of the American College of Cardiology,1998 Feb,Pathophysiology,Human,205,
524,9732709,No," P A Rochon, J H Gurwitz",Reporting of gender-related information in clinical trials of drug therapy for myocardial infarction.,CMAJ : Canadian Medical Association journal ,1998 Aug 25,Management,Human,NA,
525,9704678,No," R J Goldberg, J M Gore",Sex differences in symptom presentation associated with acute myocardial infarction: a population-based perspective.,American heart journal,1998 Aug,Clinical,Human,1360,
526,9552903,No," E Prescott, J Vestbo",Smoking and risk of myocardial infarction in women and men: longitudinal population study.,BMJ (Clinical research ed.),1998 Apr 4,Epidemiology,Human,1763,
527,9106370,No," S A Shumaker, M Morris",Gender differences in health-related quality of life among postmyocardial infarction patients: brief report. CAST Investigators. Cardiac Arrhythmia Suppression Trials.,"Women's health (Hillsdale, N.J.)",1997 Season=Spring,Epidemiology,Human,2491,
528,9386075,No," C C Wong, A Truman",Influence of gender on cardiovascular mortality in acute myocardial infarction patients with high indication for coronary angiography.,Circulation,1997 Nov 4,Management,Human,1165,
529,9183588,No," B Herman, H Pohlabeln","A sex difference in short-term survival after initial acute myocardial infarction. The MONICA-Bremen Acute Myocardial Infarction Register, 1985-1990.",European heart journal,1997 Jun,Outcomes,Human,2273,
530,9201663,No," E K Moen, E J Topol",Long-term follow-up of gender-specific outcomes after thrombolytic therapy for acute myocardial infarction from the GUSTO-I trial. Global Utilization of Streptokinase and Tissue Plasminogen Activator for Occluded Coronary Arteries.,Journal of women's health / the official publication of the Society for the Advancement of Women's Health Research,1997 Jun,Outcomes,Human,41021,
531,9180109,No," B E Coronado, H P Selker",Hospital mortality in women and men with acute cardiac ischemia: a prospective multicenter study.,Journal of the American College of Cardiology,1997 Jun,Outcomes,Human,10783,
532,9230777,No," M Benderly, U Goldbourt",Long-term prognosis of women after myocardial infarction. SPRINT Study Group. Secondary Prevention Reinfarction Israeli Nifedipine Trial.,American journal of epidemiology,1997 Jul 15,Outcomes,Human,4808,
533,9207635,No," J S Hochman, E Braunwald",Outcome and profile of women and men presenting with acute coronary syndromes: a report from TIMI IIIB. TIMI Investigators. Thrombolysis in Myocardial Infarction.,Journal of the American College of Cardiology,1997 Jul,Outcomes,Human,9204,
534,9266786,No," M I Travin, G V Heller",Relation of gender to physician use of test results and to the prognostic value of stress technetium 99m sestamibi myocardial single-photon emission computed tomography scintigraphy.,American heart journal,1997 Jul,Management,Human,2377,
535,9128909,No," U Helmert, K Bammann",The impact of occupation on self-reported cardiovascular morbidity in western Germany: gender differences.,Reviews on environmental health,1997 Jan-Mar,Epidemiology,Human,24218,
536,9017953,No," L I Iezzoni, Y D Mackiernan","Differences in procedure use, in-hospital mortality, and illness severity by gender for acute myocardial infarction patients: are answers affected by data source and severity measure?",Medical care,1997 Feb,Management,Human,14083,
537,9129886,No," K H Ladwig, W Scheuermann",Gender differences in the decline of mortality rates of acute myocardial infarction in West Germany.,European heart journal,1997 Apr,Outcomes,Human,86915,
538,8894260,No," Y Rozenman, M S Gotsman","Age- and gender-related differences in success, major and minor complication rates and the duration of hospitalization after percutaneous transluminal coronary angioplasty.",Cardiology,1996 Sep-Oct,Management,Human,2067,
539,18425672,No," G L Rose, E Gordon","Comparison of adjustment, activity, and tangible social support in men and women patients and their spouses during the six months post-myocardial infarction.",Annals of behavioral medicine : a publication of the Society of Behavioral Medicine,1996 Season=Fall,Management,Human,NA,
540,8870571,No," G S Sonke, F M Stewart",Sex differences in case fatality before and after admission to hospital after acute cardiac events: analysis of community based coronary heart disease register.,BMJ (Clinical research ed.),1996 Oct 5,Outcomes,Human,5106,
541,8855995,No," V Vaccarino, L F Berkman",Sex differences in survival after myocardial infarction in older adults: a community-based approach.,Journal of the American Geriatrics Society,1996 Oct,Outcomes,Human,223,
542,8985799,No," R J Thomas, W Haskell",National Survey on Gender Differences in Cardiac Rehabilitation Programs. Patient characteristics and enrollment patterns.,Journal of cardiopulmonary rehabilitation,1996 Nov-Dec,Outcomes,Human,2740,
543,8901726,No," C Maynard, H P Selker",Influence of sex on the use of cardiac procedures in patients presenting to the emergency department. A prospective multicenter study.,Circulation,1996 Nov 1,Management,Human,10673,
544,8622448,No,,Translation of clinical trials into practice: a European population-based study of the use of thrombolysis for acute myocardial infarction. European Secondary Prevention Study Group.,Lancet,1996 May 4,Management,Human,4035,
545,8640972,No," H Tunstall-Pedoe, G Watt","Sex differences in myocardial infarction and coronary deaths in the Scottish MONICA population of Glasgow 1985 to 1991. Presentation, diagnosis, treatment, and 28-day case fatality of 3991 events in men and 1551 events in women.",Circulation,1996 Jun 1,Outcomes,Human,5542,
546,8640971,No," J C Barefoot, M Schroll","Symptoms of depression, acute myocardial infarction, and total mortality in a community sample.",Circulation,1996 Jun 1,Epidemiology,Human,730,
547,8636547,No," D Mulcahy, A A Quyyumi",Patterns and behavior of transient myocardial ischemia in stable coronary disease are the same in both men and women: a comparative study.,Journal of the American College of Cardiology,1996 Jun,Pathophysiology,Human,76,
548,8554018,No," J Yarzebski, R Goldberg",Gender differences and factors associated with the receipt of thrombolytic therapy in patients with acute myocardial infarction: a community-wide perspective.,American heart journal,1996 Jan,Management,Human,2885,
549,8565161,No," I Njølstad, P G Lund-Larsen","Smoking, serum lipids, blood pressure, and sex differences in myocardial infarction. A 12-year follow-up of the Finnmark Study.",Circulation,1996 Feb 1,Epidemiology,Human,11843,
550,7677086,No," H Schuster, F C Luft",An angiotensin-converting enzyme gene variant is associated with acute myocardial infarction in women but not in men.,The American journal of cardiology,1995 Sep 15,Pathophysiology,Human,NA,
551,10156938,No," L J Shaw,",A gender-specific hazard-based clinical and noninvasive coronary risk scoring system for patients with suspected coronary artery disease.,Clinical performance and quality health care,1995 Oct-Dec,Outcomes,Human,3795,
552,8582821,No," B Riegel, I Gocka",Gender differences in adjustment to acute myocardial infarction.,Heart & lung : the journal of critical care,1995 Nov-Dec,Outcomes,Human,64,
553,7882498,No," V Vaccarino, R I Horwitz",Sex differences in mortality after myocardial infarction. Is there evidence for an increased risk for women?,Circulation,1995 Mar 15,Outcomes,Human,27,
554,7796495,No," M R Bell, D R HolmesJr",Long-term outcome of women compared with men after successful coronary angioplasty.,Circulation,1995 Jun 15,Outcomes,Human,3027,
555,7762492,No," J Demirovic, D Gilbertson",Sex differences in early mortality after acute myocardial infarction (the Minnesota Heart Survey).,The American journal of cardiology,1995 Jun 1,Management,Human,1600,
556,7752440,No," H Kambara, C Kawai",Gender difference in long-term prognosis after myocardial infarction--clinical characteristics in 1000 patients. The Kyoto and Shiga Myocardial Infarction (KYSMI) Study Group.,Japanese circulation journal,1995 Jan,Outcomes,Human,1000,
557,7850940,No," R C Hendel, J A Leppo",Sex differences in perioperative and long-term cardiac event-free survival in vascular surgery patients. An analysis of clinical and scintigraphic variables.,Circulation,1995 Feb 15,Management,Human,567,
558,7832604,No," W H Giles, H A Taylor",Race and sex differences in rates of invasive cardiac procedures in US hospitals. Data from the National Hospital Discharge Survey.,Archives of internal medicine,1995 Feb 13,Management,Human,10348,
559,7484895,No," S D Paul, J B Newell",Do gender-based differences in presentation and management influence predictors of hospitalization costs and length of stay after an acute myocardial infarction?,The American journal of cardiology,1995 Dec 1,Management,Human,561,
560,7900741,No," J B Lawrence, W S Kramer",Sex differences in platelet adherence to subendothelium: relationship to platelet function tests and hematologic variables.,The American journal of the medical sciences,1995 Apr,Pathophysiology,Human,NA,
561,7553702,Yes," M A Mendelson, R C Hendel",Myocardial infarction in women.,Cardiology,1995,Review,Human,NA,
562,10608027,No,"Li Y, Kloner RA",Is There a Gender Difference in Infarct Size and Arrhythmias Following Experimental Coronary Occlusion and Reperfusion?,Journal of thrombosis and thrombolysis,1995,Pathophysiology,Rat,21,
563,7923655,No," J B Kostis, T Cui",Sex differences in the management and long-term outcome of acute myocardial infarction. A statewide study. MIDAS Study Group. Myocardial Infarction Data Acquisition System.,Circulation,1994 Oct,Outcomes,Human,726,
564,7829817,Yes, N K Wenger,Coronary heart disease in women: gender differences in diagnostic evaluation.,Journal of the American Medical Women's Association (1972),1994 Nov-Dec,Review,Human,NA,
565,8141083,No," S Behar, A Katz",Influence of gender in the therapeutic management of patients with acute myocardial infarction in Israel. The Israeli Thrombolytic Survey Group.,The American journal of cardiology,1994 Mar 1,Management,Human,1014,
566,8017299,No," A M Arnold, C Simpfendorfer",Gender differences for coronary angioplasty.,The American journal of cardiology,1994 Jul 1,Management,Human,5000,
567,8277093,No," F K Welty, S J ShubrooksJr",Similar results of percutaneous transluminal coronary angioplasty for women and men with postmyocardial infarction ischemia.,Journal of the American College of Cardiology,1994 Jan,Management,Human,505,
568,8035625,No," M R Bell, D R HolmesJr",Immediate and long-term outcome after directional coronary atherectomy: analysis of gender differences.,Mayo Clinic proceedings. Mayo Clinic,1994 Aug,Management,Human,291,
569,8412740,No," T Rice, D C Rao",The Cincinnati Myocardial Infarction and Hormone Family Study: family resemblance for dehydroepiandrosterone sulfate in control and myocardial infarction families.,Metabolism: clinical and experimental,1993 Oct,Pathophysiology,Human,NA,
570,8439225,No," P R Pagley, J M Gore","Gender differences in the treatment of patients with acute myocardial infarction. A multihospital, community-based perspective.",Archives of internal medicine,1993 Mar 8,Management,Human,5480,
571,8504508,No," R J Goldberg, J E Dalen",A communitywide perspective of sex differences and temporal trends in the incidence and survival rates after acute myocardial infarction and out-of-hospital deaths caused by coronary heart disease.,Circulation,1993 Jun,Outcomes,Human,3148,
572,8457257,No," J D Kark, G Utermann","Plasma Lp(a), apolipoprotein(a) isoforms and acute myocardial infarction in men and women: a case-control study in the Jerusalem population.",Atherosclerosis,1993 Jan 25,Pathophysiology,Human,285,
573,8427166,No," D E Chiriboga, J E Dalen",A community-wide perspective of gender differences and temporal trends in the use of diagnostic and revascularization procedures for acute myocardial infarction.,The American journal of cardiology,1993 Feb 1,Management,Human,4762,
574,8252666,No," J M Murabito, D Levy",Prognosis after the onset of coronary heart disease. An investigation of differences in outcome between the sexes according to initial coronary disease presentation.,Circulation,1993 Dec,Epidemiology,Human,1333,
575,8245329,No," G Zuanetti, M G Franzosi",Influence of diabetes on mortality in acute myocardial infarction: data from the GISSI-2 study.,Journal of the American College of Cardiology,1993 Dec,Epidemiology,Human,11667,
576,8245328,No," A M Lincoff, E J Topol",Thrombolytic therapy for women with myocardial infarction: is there a gender gap? Thrombolysis and Angioplasty in Myocardial Infarction Study Group.,Journal of the American College of Cardiology,1993 Dec,Outcomes,Human,1619,
577,1580724,No," C Maynard, W D Weaver",Gender differences in the treatment and outcome of acute myocardial infarction. Results from the Myocardial Infarction Triage and Intervention Registry.,Archives of internal medicine,1992 May,Management,Human,4891,
578,1546702,No," B Larsson, L Wilhelmsen","Is abdominal body fat distribution a major explanation for the sex difference in the incidence of myocardial infarction? The study of men born in 1913 and the study of women, Göteborg, Sweden.",American journal of epidemiology,1992 Feb 1,Epidemiology,Human,2256,
579,1939915,No," V S Conn, P B Abele","Myocardial infarction survivors: age and gender differences in physical health, psychosocial state and regimen adherence.",Journal of advanced nursing,1991 Sep,Outcomes,Human,NA,
580,2185368,No," J C Cook, L J Haywood",Creatine kinase: race-gender differences in patients hospitalized for suspected myocardial infarction.,Journal of the National Medical Association,1990 Apr,Clinical,Human,647,
581,2521572,Yes," K E Kindwall,",Therapy for coronary heart disease in women.,Cardiovascular clinics,1989,Review,Human,na,
582,3263066,No," W Koenig, A Matrai",Blood rheology associated with cardiovascular risk factors and chronic cardiovascular diseases: results of an epidemiologic cross-sectional study.,Angiology,1988 Nov,Pathophysiology,Human,5312,
583,6734647,No," S Johansson, C Wilhelmsson",Sex differences in cardioangiographic findings after myocardial infarction.,European heart journal,1984 May,Outcomes,Human,119,
584,6711549,No," S Johansson, A Aberg",Sex differences in preinfarction characteristics and longterm survival among patients with myocardial infarction.,American journal of epidemiology,1984 Apr,Epidemiology,Human,1521,
585,192048,No," O D Mjos, H Vik-Mo",Family study of high density lipoprotein cholesterol and the relation to age and sex. The Tromso Heart Study.,Acta medica Scandinavica,1977,Pathophysiology,Human,447,
